"question_idx","token","token_text","early_decoder","probe_output"
"0","260"," a","probe_model_answer_correct","[0.47533319644955846, 0.5246668035504416]"
"0","5664"," condition","probe_model_answer_correct","[0.09682732092558542, 0.9031726790744147]"
"0","1479"," where","probe_model_answer_correct","[0.7145263413947306, 0.2854736586052694]"
"0","10527"," fluid","probe_model_answer_correct","[0.24636187974924018, 0.7536381202507598]"
"0","117341"," accumulates","probe_model_answer_correct","[0.5416193340164577, 0.4583806659835423]"
"0","295"," in","probe_model_answer_correct","[0.5149299078726798, 0.4850700921273202]"
"0","270"," the","probe_model_answer_correct","[0.6862958047351287, 0.3137041952648714]"
"0","6773"," brain","probe_model_answer_correct","[0.5181269196048492, 0.4818730803951507]"
"0","14",",","probe_model_answer_correct","[0.1396218527696358, 0.8603781472303641]"
"0","6646"," leading","probe_model_answer_correct","[0.5391937345498409, 0.460806265450159]"
"0","304"," to","probe_model_answer_correct","[0.8108193813392052, 0.1891806186607948]"
"0","4454"," problems","probe_model_answer_correct","[0.5739285776971711, 0.42607142230282874]"
"0","1277"," like","probe_model_answer_correct","[0.06992677595853573, 0.9300732240414643]"
"0","49634"," seizures","probe_model_answer_correct","[0.12553550458497087, 0.8744644954150292]"
"0","305"," and","probe_model_answer_correct","[0.4181724537081383, 0.5818275462918617]"
"0","87774"," dizziness","probe_model_answer_correct","[0.5348100252600729, 0.46518997473992707]"
"0","16",".","probe_model_answer_correct","[0.5398537508745826, 0.46014624912541746]"
"0","16841"," Again","probe_model_answer_correct","[0.9890490837166976, 0.01095091628330231]"
"0","14",",","probe_model_answer_correct","[0.6420396032905766, 0.3579603967094235]"
"0","396"," that","probe_model_answer_correct","[0.31334196514619017, 0.6866580348538097]"
"0","734","'s","probe_model_answer_correct","[0.8482856749038077, 0.1517143250961923]"
"0","850"," more","probe_model_answer_correct","[0.09575509578608753, 0.9042449042139123]"
"0","943"," about","probe_model_answer_correct","[0.0767730251100801, 0.92322697488992]"
"0","7982"," internal","probe_model_answer_correct","[0.9477090516567288, 0.05229094834327118]"
"0","10527"," fluid","probe_model_answer_correct","[0.18295446956832342, 0.8170455304316766]"
"0","4653"," issues","probe_model_answer_correct","[0.3545641822358266, 0.6454358177641734]"
"0","305"," and","probe_model_answer_correct","[0.04960674543024404, 0.950393254569756]"
"0","554"," not","probe_model_answer_correct","[0.014506299771065196, 0.9854937002289349]"
"0","6578"," directly","probe_model_answer_correct","[0.3801972230427938, 0.6198027769572061]"
"0","943"," about","probe_model_answer_correct","[0.23478193511007225, 0.7652180648899276]"
"0","7053"," sleep","probe_model_answer_correct","[0.5935182134397252, 0.4064817865602749]"
"0","29193"," episodes","probe_model_answer_correct","[0.005461060629085883, 0.994538939370914]"
"0","16",".","probe_model_answer_correct","[0.23938482690602328, 0.7606151730939767]"
"0","3016"," So","probe_model_answer_correct","[0.17099744442828652, 0.8290025555717135]"
"0","406"," B","probe_model_answer_correct","[0.04386883448424642, 0.9561311655157536]"
"0","2786"," might","probe_model_answer_correct","[0.23304445113787853, 0.7669555488621215]"
"0","554"," not","probe_model_answer_correct","[0.48870135506108625, 0.5112986449389136]"
"0","366"," be","probe_model_answer_correct","[0.8580508056156886, 0.1419491943843115]"
"0","436"," it","probe_model_answer_correct","[0.9955672992709115, 0.0044327007290885035]"
"0","4338"," either","probe_model_answer_correct","[0.4962622914985332, 0.5037377085014667]"
"0","339",".\n\n","probe_model_answer_correct","[0.9849572250535705, 0.015042774946429447]"
"0","8197","Now","probe_model_answer_correct","[0.6169694350258492, 0.3830305649741508]"
"0","14",",","probe_model_answer_correct","[0.24885871253877231, 0.7511412874612277]"
"0","32094"," Nar","probe_model_answer_correct","[0.8332203051942887, 0.1667796948057113]"
"0","33933","cole","probe_model_answer_correct","[0.6450910470435169, 0.354908952956483]"
"0","32987","psy","probe_model_answer_correct","[0.01304805526624109, 0.986951944733759]"
"0","16",".","probe_model_answer_correct","[0.03755086066000091, 0.9624491393399991]"
"0","342"," I","probe_model_answer_correct","[0.8207235045205153, 0.17927649547948463]"
"0","5270","'ve","probe_model_answer_correct","[0.20689195947421327, 0.7931080405257868]"
"0","7431"," heard","probe_model_answer_correct","[0.07675747260586195, 0.9232425273941379]"
"0","566"," this","probe_model_answer_correct","[0.38542367576464764, 0.6145763242353525]"
"0","2112"," term","probe_model_answer_correct","[0.4688121853577793, 0.5311878146422209]"
"0","1936"," before","probe_model_answer_correct","[0.12563760610351482, 0.8743623938964853]"
"0","14",",","probe_model_answer_correct","[0.22961756500792302, 0.770382434992077]"
"0","4861"," especially","probe_model_answer_correct","[0.5700115339521569, 0.4299884660478429]"
"0","295"," in","probe_model_answer_correct","[0.07330156671878384, 0.9266984332812161]"
"0","270"," the","probe_model_answer_correct","[0.028541087302302277, 0.9714589126976978]"
"0","5148"," context","probe_model_answer_correct","[0.28787060740663234, 0.7121293925933677]"
"0","294"," of","probe_model_answer_correct","[0.16302439335455407, 0.836975606645446]"
"0","7053"," sleep","probe_model_answer_correct","[0.48095756765067144, 0.5190424323493286]"
"0","16",".","probe_model_answer_correct","[0.2603981898791257, 0.7396018101208743]"
"0","983"," It","probe_model_answer_correct","[0.9724416401572796, 0.027558359842720263]"
"0","734","'s","probe_model_answer_correct","[0.6270433026851467, 0.3729566973148533]"
"0","260"," a","probe_model_answer_correct","[0.7424486667509514, 0.2575513332490486]"
"0","7053"," sleep","probe_model_answer_correct","[0.47001495019738115, 0.5299850498026188]"
"0","13957"," disorder","probe_model_answer_correct","[0.7137806711431257, 0.28621932885687434]"
"0","1479"," where","probe_model_answer_correct","[0.6013394652142402, 0.39866053478575986]"
"0","5244"," individuals","probe_model_answer_correct","[0.8153656224983458, 0.1846343775016542]"
"0","3217"," experience","probe_model_answer_correct","[0.00583727159462323, 0.9941627284053767]"
"0","20404"," excessive","probe_model_answer_correct","[0.2923519124356586, 0.7076480875643415]"
"0","70853"," daytime","probe_model_answer_correct","[0.06261987389539962, 0.9373801261046004]"
"0","7053"," sleep","probe_model_answer_correct","[0.5511024371413784, 0.44889756285862165]"
"0","2015","iness","probe_model_answer_correct","[0.045562295449463296, 0.9544377045505367]"
"0","16",".","probe_model_answer_correct","[0.814297137183106, 0.18570286281689402]"
"0","2359"," They","probe_model_answer_correct","[0.40122907442472466, 0.5987709255752754]"
"0","2786"," might","probe_model_answer_correct","[0.3428350811952331, 0.657164918804767]"
"0","4608"," fall","probe_model_answer_correct","[0.7484794709691144, 0.25152052903088573]"
"0","32655"," asleep","probe_model_answer_correct","[0.8688533609456272, 0.13114663905437282]"
"0","260"," a","probe_model_answer_correct","[0.35014433488939983, 0.6498556651106001]"
"0","3929"," lot","probe_model_answer_correct","[0.2682231707889732, 0.7317768292110269]"
"0","850"," more","probe_model_answer_correct","[0.5317434152763577, 0.4682565847236422]"
"0","1099"," than","probe_model_answer_correct","[0.4367774925037609, 0.563222507496239]"
"0","14139"," usual","probe_model_answer_correct","[0.846547619088391, 0.15345238091160895]"
"0","14",",","probe_model_answer_correct","[0.36482154519273446, 0.6351784548072655]"
"0","778"," which","probe_model_answer_correct","[0.5504852900161679, 0.4495147099838321]"
"0","11907"," sounds","probe_model_answer_correct","[0.5605135229812073, 0.43948647701879284]"
"0","9045"," exactly","probe_model_answer_correct","[0.7307073042673636, 0.26929269573263637]"
"0","1277"," like","probe_model_answer_correct","[0.4407433673194796, 0.5592566326805203]"
"0","1205"," what","probe_model_answer_correct","[0.3314294003595307, 0.6685705996404693]"
"0","270"," the","probe_model_answer_correct","[0.1610460486181176, 0.8389539513818823]"
"0","3417"," question","probe_model_answer_correct","[0.5185859088430442, 0.48141409115695577]"
"0","344"," is","probe_model_answer_correct","[0.1995533142554988, 0.8004466857445012]"
"0","22897"," describing","probe_model_answer_correct","[0.7207577671893776, 0.27924223281062244]"
"0","16",".","probe_model_answer_correct","[0.4844187775675821, 0.5155812224324179]"
"0","3016"," So","probe_model_answer_correct","[0.9442592184610208, 0.05574078153897933]"
"0","32094"," Nar","probe_model_answer_correct","[0.31334639619706217, 0.6866536038029379]"
"0","33933","cole","probe_model_answer_correct","[0.49871800563098206, 0.5012819943690179]"
"0","32987","psy","probe_model_answer_correct","[0.268733056731402, 0.7312669432685981]"
"0","6179"," seems","probe_model_answer_correct","[0.31710154692087233, 0.6828984530791276]"
"0","1277"," like","probe_model_answer_correct","[0.8816660403754002, 0.11833395962459997]"
"0","260"," a","probe_model_answer_correct","[0.1407092937457739, 0.8592907062542262]"
"0","3828"," strong","probe_model_answer_correct","[0.041021483266161216, 0.9589785167338387]"
"0","14626"," candidate","probe_model_answer_correct","[0.6668783665616959, 0.3331216334383042]"
"0","339",".\n\n","probe_model_answer_correct","[0.052353527735774806, 0.9476464722642252]"
"0","39059","Wait","probe_model_answer_correct","[0.8084616464785886, 0.19153835352141127]"
"0","14",",","probe_model_answer_correct","[0.5944568239453116, 0.4055431760546883]"
"0","790"," but","probe_model_answer_correct","[0.3858819110117631, 0.6141180889882369]"
"0","2513"," let","probe_model_answer_correct","[0.7498042029020235, 0.25019579709797657]"
"0","678"," me","probe_model_answer_correct","[0.46965861689520905, 0.530341383104791]"
"0","1635"," make","probe_model_answer_correct","[0.5126796213407404, 0.48732037865925953]"
"0","3645"," sure","probe_model_answer_correct","[0.9234246691499404, 0.07657533085005969]"
"0","342"," I","probe_model_answer_correct","[0.9800212478532576, 0.01997875214674219]"
"0","4571","'m","probe_model_answer_correct","[0.860621038797042, 0.139378961202958]"
"0","554"," not","probe_model_answer_correct","[0.0027194816519303423, 0.9972805183480697]"
"0","24394"," mixing","probe_model_answer_correct","[0.3172584765295924, 0.6827415234704075]"
"0","2924"," things","probe_model_answer_correct","[0.17009437384746476, 0.8299056261525353]"
"0","890"," up","probe_model_answer_correct","[0.6610897835583848, 0.33891021644161523]"
"0","16",".","probe_model_answer_correct","[0.15789526405981827, 0.8421047359401819]"
"0","104610"," Epile","probe_model_answer_correct","[0.7330638680344832, 0.26693613196551674]"
"0","32987","psy","probe_model_answer_correct","[0.4462273491684865, 0.5537726508315135]"
"0","588"," can","probe_model_answer_correct","[0.36520240356799, 0.6347975964320101]"
"0","7097"," sometimes","probe_model_answer_correct","[0.5590660398668837, 0.4409339601331163]"
"0","4776"," cause","probe_model_answer_correct","[0.2875396442268306, 0.7124603557731692]"
"0","7053"," sleep","probe_model_answer_correct","[0.7059173337780951, 0.2940826662219049]"
"0","4653"," issues","probe_model_answer_correct","[0.7465201751043474, 0.2534798248956526]"
"0","14",",","probe_model_answer_correct","[0.45931776426800897, 0.5406822357319909]"
"0","790"," but","probe_model_answer_correct","[0.10478183316399592, 0.8952181668360042]"
"0","436"," it","probe_model_answer_correct","[0.6861967156889955, 0.31380328431100446]"
"0","734","'s","probe_model_answer_correct","[0.620036334782884, 0.37996366521711605]"
"0","554"," not","probe_model_answer_correct","[0.5714556974839411, 0.42854430251605896]"
"0","11359"," specifically","probe_model_answer_correct","[0.6233849019110124, 0.37661509808898763]"
"0","943"," about","probe_model_answer_correct","[0.8524891962834096, 0.1475108037165903]"
"0","104671"," uncontroll","probe_model_answer_correct","[0.7666559350786893, 0.23334406492131074]"
"0","679","able","probe_model_answer_correct","[0.05595294110991972, 0.9440470588900802]"
"0","29193"," episodes","probe_model_answer_correct","[0.20915190006512188, 0.790848099934878]"
"0","16",".","probe_model_answer_correct","[0.20953007856468475, 0.7904699214353154]"
"0","25640"," Hydro","probe_model_answer_correct","[0.2738834293149521, 0.726116570685048]"
"0","104159","cephalus","probe_model_answer_correct","[0.05737129012599057, 0.9426287098740096]"
"0","344"," is","probe_model_answer_correct","[0.5714482563758885, 0.4285517436241117]"
"0","13533"," definitely","probe_model_answer_correct","[0.12917235352469505, 0.8708276464753049]"
"0","943"," about","probe_model_answer_correct","[0.49350600534194716, 0.5064939946580529]"
"0","10527"," fluid","probe_model_answer_correct","[0.4313194844581777, 0.5686805155418223]"
"0","295"," in","probe_model_answer_correct","[0.3487526472786221, 0.6512473527213779]"
"0","270"," the","probe_model_answer_correct","[0.8568008477526033, 0.14319915224739674]"
"0","6773"," brain","probe_model_answer_correct","[0.5281188550546673, 0.47188114494533273]"
"0","16",".","probe_model_answer_correct","[0.3925087063666429, 0.607491293633357]"
"0","3016"," So","probe_model_answer_correct","[0.48431092141250565, 0.5156890785874944]"
"0","28261"," nar","probe_model_answer_correct","[0.4199056668691982, 0.5800943331308018]"
"0","33933","cole","probe_model_answer_correct","[0.7429339022551217, 0.25706609774487826]"
"0","32987","psy","probe_model_answer_correct","[0.21369150931270275, 0.7863084906872972]"
"0","344"," is","probe_model_answer_correct","[0.3062165478700955, 0.6937834521299046]"
"0","13533"," definitely","probe_model_answer_correct","[0.03700562451063301, 0.9629943754893671]"
"0","270"," the","probe_model_answer_correct","[0.2756251974533902, 0.7243748025466099]"
"0","834"," one","probe_model_answer_correct","[0.4192107616732, 0.5807892383268]"
"0","2155"," here","probe_model_answer_correct","[0.5353522669904193, 0.46464773300958084]"
"0","603",".\n","probe_model_answer_correct","[0.11936191816351355, 0.8806380818364865]"
"0","128799","</think>","probe_model_answer_correct","[0.33720458603373443, 0.6627954139662655]"
"0","271","\n\n","probe_model_answer_correct","[0.8441402384596607, 0.15585976154033931]"
"0","671","The","probe_model_answer_correct","[0.8889312868508399, 0.1110687131491601]"
"0","13957"," disorder","probe_model_answer_correct","[0.1845486240054033, 0.8154513759945967]"
"0","14747"," characterized","probe_model_answer_correct","[0.6892358964951915, 0.31076410350480854]"
"0","513"," by","probe_model_answer_correct","[0.2717900318946267, 0.7282099681053732]"
"0","104671"," uncontroll","probe_model_answer_correct","[0.7975179866448938, 0.20248201335510624]"
"0","679","able","probe_model_answer_correct","[0.4094249555720319, 0.5905750444279682]"
"0","29193"," episodes","probe_model_answer_correct","[0.10591980222188553, 0.8940801977781145]"
"0","294"," of","probe_model_answer_correct","[0.8413444065045771, 0.15865559349542283]"
"0","17377"," falling","probe_model_answer_correct","[0.8369806583577734, 0.1630193416422267]"
