"question_idx","sentence_idx","layer_idx","early_decoder","probe_output","probe_ans"
"1","1","6","probe_model_answer_correct","[0.4173229474053641, 0.5826770525946359]","1"
"1","1","7","probe_model_answer_correct","[0.6512966019674649, 0.34870339803253536]","0"
"1","1","8","probe_model_answer_correct","[0.5251193627804754, 0.4748806372195246]","0"
"1","1","9","probe_model_answer_correct","[0.5754776585273695, 0.42452234147263046]","0"
"1","1","10","probe_model_answer_correct","[0.40738416918980896, 0.5926158308101911]","1"
"1","1","11","probe_model_answer_correct","[0.46183502488985134, 0.5381649751101487]","1"
"1","1","12","probe_model_answer_correct","[0.5885824752713038, 0.41141752472869625]","0"
"1","1","13","probe_model_answer_correct","[0.43036156730537406, 0.5696384326946259]","1"
"1","1","14","probe_model_answer_correct","[0.5623243836766606, 0.43767561632333946]","0"
"1","1","15","probe_model_answer_correct","[0.5646100831678902, 0.4353899168321098]","0"
"1","1","16","probe_model_answer_correct","[0.5682037248478379, 0.43179627515216207]","0"
"1","1","17","probe_model_answer_correct","[0.5686797170665834, 0.43132028293341657]","0"
"1","1","18","probe_model_answer_correct","[0.6652155149433777, 0.33478448505662217]","0"
"1","1","19","probe_model_answer_correct","[0.4329442568285871, 0.5670557431714128]","1"
"1","1","20","probe_model_answer_correct","[0.519443349964341, 0.4805566500356589]","0"
"1","1","21","probe_model_answer_correct","[0.5761734295843399, 0.42382657041566]","0"
"1","1","22","probe_model_answer_correct","[0.5719540506724557, 0.4280459493275444]","0"
"1","1","23","probe_model_answer_correct","[0.5641382498004247, 0.4358617501995754]","0"
"1","1","24","probe_model_answer_correct","[0.5588662888888972, 0.44113371111110283]","0"
"1","1","25","probe_model_answer_correct","[0.5668832997204055, 0.43311670027959437]","0"
"1","1","26","probe_model_answer_correct","[0.4963211712105695, 0.5036788287894306]","1"
"1","1","27","probe_model_answer_correct","[0.5705413034713483, 0.4294586965286517]","0"
"1","2","0","probe_model_answer_correct","[0.40199685155859144, 0.5980031484414084]","1"
"1","2","1","probe_model_answer_correct","[0.37850097557451595, 0.6214990244254839]","1"
"1","2","2","probe_model_answer_correct","[0.3103879741045638, 0.6896120258954362]","1"
"1","2","3","probe_model_answer_correct","[0.5718875935834303, 0.4281124064165697]","0"
"1","2","4","probe_model_answer_correct","[0.5894073703120215, 0.4105926296879783]","0"
"1","2","5","probe_model_answer_correct","[0.5735689208425288, 0.4264310791574712]","0"
"1","2","6","probe_model_answer_correct","[0.5270097196876137, 0.47299028031238627]","0"
"1","2","7","probe_model_answer_correct","[0.40590510542629993, 0.5940948945737001]","1"
"1","2","8","probe_model_answer_correct","[0.4054222992254258, 0.5945777007745742]","1"
"1","2","9","probe_model_answer_correct","[0.40513072070541384, 0.5948692792945862]","1"
"1","2","10","probe_model_answer_correct","[0.4475066720954635, 0.5524933279045364]","1"
"1","2","11","probe_model_answer_correct","[0.4054302191116454, 0.5945697808883545]","1"
"1","2","12","probe_model_answer_correct","[0.45671656150703593, 0.543283438492964]","1"
"1","2","13","probe_model_answer_correct","[0.636051234924406, 0.36394876507559415]","0"
"1","2","14","probe_model_answer_correct","[0.4965419060866323, 0.5034580939133678]","1"
"1","2","15","probe_model_answer_correct","[0.5053041595530033, 0.49469584044699655]","0"
"1","2","16","probe_model_answer_correct","[0.5061203207746884, 0.49387967922531156]","0"
"1","2","17","probe_model_answer_correct","[0.4228155758936493, 0.5771844241063507]","1"
"1","2","18","probe_model_answer_correct","[0.5040067717042687, 0.49599322829573134]","0"
"1","2","19","probe_model_answer_correct","[0.46730639777120936, 0.5326936022287906]","1"
"1","2","20","probe_model_answer_correct","[0.39076401485977325, 0.6092359851402268]","1"
"1","2","21","probe_model_answer_correct","[0.4441052605674815, 0.5558947394325185]","1"
"1","2","22","probe_model_answer_correct","[0.49257770046706284, 0.5074222995329373]","1"
"1","2","23","probe_model_answer_correct","[0.645692222813062, 0.35430777718693807]","0"
"1","2","24","probe_model_answer_correct","[0.41087333460112196, 0.5891266653988779]","1"
"1","2","25","probe_model_answer_correct","[0.3746833841255865, 0.6253166158744136]","1"
"1","2","26","probe_model_answer_correct","[0.4763014409780529, 0.5236985590219471]","1"
"1","2","27","probe_model_answer_correct","[0.4472207013810639, 0.552779298618936]","1"
"1","3","0","probe_model_answer_correct","[0.5159983016689814, 0.4840016983310185]","0"
"1","3","1","probe_model_answer_correct","[0.46451378315479547, 0.5354862168452046]","1"
"1","3","2","probe_model_answer_correct","[0.44418031677970227, 0.5558196832202977]","1"
"1","3","3","probe_model_answer_correct","[0.4344174528418709, 0.565582547158129]","1"
"1","3","4","probe_model_answer_correct","[0.6280690397748578, 0.37193096022514216]","0"
"1","3","5","probe_model_answer_correct","[0.5195280807524137, 0.4804719192475862]","0"
"1","3","6","probe_model_answer_correct","[0.5377064028735505, 0.4622935971264495]","0"
"1","3","7","probe_model_answer_correct","[0.5347226534125035, 0.46527734658749637]","0"
"1","3","8","probe_model_answer_correct","[0.2797994496564798, 0.7202005503435202]","1"
"1","3","9","probe_model_answer_correct","[0.5528634615644333, 0.4471365384355666]","0"
"1","3","10","probe_model_answer_correct","[0.5451512420418669, 0.45484875795813307]","0"
"1","3","11","probe_model_answer_correct","[0.4706833333403171, 0.5293166666596829]","1"
"1","3","12","probe_model_answer_correct","[0.5295690144275532, 0.4704309855724469]","0"
"1","3","13","probe_model_answer_correct","[0.4397718062306737, 0.5602281937693262]","1"
"1","3","14","probe_model_answer_correct","[0.5212599554628979, 0.478740044537102]","0"
"1","3","15","probe_model_answer_correct","[0.5355950132031041, 0.46440498679689596]","0"
"1","3","16","probe_model_answer_correct","[0.3338645235336355, 0.6661354764663645]","1"
"1","3","17","probe_model_answer_correct","[0.5639026187621723, 0.4360973812378277]","0"
"1","3","18","probe_model_answer_correct","[0.49728350744884464, 0.5027164925511555]","1"
"1","3","19","probe_model_answer_correct","[0.31665108653542184, 0.6833489134645782]","1"
"1","3","20","probe_model_answer_correct","[0.45951638638330533, 0.5404836136166947]","1"
"1","3","21","probe_model_answer_correct","[0.5237084046512205, 0.4762915953487796]","0"
"1","3","22","probe_model_answer_correct","[0.49985360767420833, 0.5001463923257916]","1"
"1","3","23","probe_model_answer_correct","[0.41354535701086165, 0.5864546429891384]","1"
"1","3","24","probe_model_answer_correct","[0.3874337317338987, 0.6125662682661012]","1"
"1","3","25","probe_model_answer_correct","[0.5583082722783576, 0.44169172772164234]","0"
"1","3","26","probe_model_answer_correct","[0.4730444192276368, 0.5269555807723633]","1"
"1","3","27","probe_model_answer_correct","[0.4702184852204793, 0.5297815147795207]","1"
"1","4","0","probe_model_answer_correct","[0.624689543034277, 0.3753104569657229]","0"
"1","4","1","probe_model_answer_correct","[0.4823157741317081, 0.5176842258682918]","1"
"1","4","2","probe_model_answer_correct","[0.5045599161798044, 0.49544008382019555]","0"
"1","4","3","probe_model_answer_correct","[0.5179452882269908, 0.4820547117730092]","0"
"1","4","4","probe_model_answer_correct","[0.5205866123050589, 0.47941338769494113]","0"
"1","4","5","probe_model_answer_correct","[0.32287240050431504, 0.677127599495685]","1"
"1","4","6","probe_model_answer_correct","[0.48877350572317924, 0.5112264942768208]","1"
"1","4","7","probe_model_answer_correct","[0.46157997482536745, 0.5384200251746326]","1"
"1","4","8","probe_model_answer_correct","[0.5452108643019516, 0.4547891356980484]","0"
"1","4","9","probe_model_answer_correct","[0.46699130856088694, 0.5330086914391131]","1"
"1","4","10","probe_model_answer_correct","[0.46442159692323504, 0.535578403076765]","1"
"1","4","11","probe_model_answer_correct","[0.6446812265665485, 0.3553187734334515]","0"
"1","4","12","probe_model_answer_correct","[0.37569062299566575, 0.6243093770043342]","1"
"1","4","13","probe_model_answer_correct","[0.527254180279492, 0.47274581972050794]","0"
"1","4","14","probe_model_answer_correct","[0.4122809257812196, 0.5877190742187802]","1"
"1","4","15","probe_model_answer_correct","[0.5665353157721275, 0.4334646842278725]","0"
"1","4","16","probe_model_answer_correct","[0.6740033723264007, 0.32599662767359944]","0"
"1","4","17","probe_model_answer_correct","[0.45059436329693286, 0.5494056367030672]","1"
"1","4","18","probe_model_answer_correct","[0.5502770632129271, 0.44972293678707276]","0"
"1","4","19","probe_model_answer_correct","[0.455635944431712, 0.544364055568288]","1"
"1","4","20","probe_model_answer_correct","[0.5283535570324768, 0.4716464429675233]","0"
"1","4","21","probe_model_answer_correct","[0.41093806232545393, 0.5890619376745462]","1"
"1","4","22","probe_model_answer_correct","[0.4043725358620278, 0.5956274641379723]","1"
"1","4","23","probe_model_answer_correct","[0.5321342118041802, 0.46786578819581986]","0"
"1","4","24","probe_model_answer_correct","[0.5538879557077397, 0.4461120442922602]","0"
"1","4","25","probe_model_answer_correct","[0.44313689879539647, 0.5568631012046036]","1"
"1","4","26","probe_model_answer_correct","[0.550103767775565, 0.4498962322244349]","0"
"1","4","27","probe_model_answer_correct","[0.3150196053995725, 0.6849803946004275]","1"
"1","5","0","probe_model_answer_correct","[0.6056910457026039, 0.39430895429739615]","0"
"1","5","1","probe_model_answer_correct","[0.568004657097487, 0.43199534290251296]","0"
"1","5","2","probe_model_answer_correct","[0.5186489672597745, 0.48135103274022545]","0"
"1","5","3","probe_model_answer_correct","[0.4753482188481219, 0.524651781151878]","1"
"1","5","4","probe_model_answer_correct","[0.5732417318842046, 0.4267582681157955]","0"
"1","5","5","probe_model_answer_correct","[0.4046544875156625, 0.5953455124843374]","1"
"1","5","6","probe_model_answer_correct","[0.5383716157963798, 0.46162838420362023]","0"
"1","5","7","probe_model_answer_correct","[0.5689728159048132, 0.43102718409518664]","0"
"1","5","8","probe_model_answer_correct","[0.5679663372448606, 0.4320336627551394]","0"
"1","5","9","probe_model_answer_correct","[0.5973708016406257, 0.4026291983593742]","0"
"1","5","10","probe_model_answer_correct","[0.6114950337240023, 0.3885049662759976]","0"
"1","5","11","probe_model_answer_correct","[0.48887541234018245, 0.5111245876598175]","1"
"1","5","12","probe_model_answer_correct","[0.5214541838825787, 0.47854581611742125]","0"
"1","5","13","probe_model_answer_correct","[0.3619747708523234, 0.6380252291476768]","1"
"1","5","14","probe_model_answer_correct","[0.5137834640131457, 0.4862165359868544]","0"
"1","5","15","probe_model_answer_correct","[0.5612461974315458, 0.43875380256845414]","0"
"1","5","16","probe_model_answer_correct","[0.6579481745008969, 0.34205182549910296]","0"
"1","5","17","probe_model_answer_correct","[0.5958103957321422, 0.4041896042678577]","0"
"1","5","18","probe_model_answer_correct","[0.5398500281470754, 0.46014997185292467]","0"
"1","5","19","probe_model_answer_correct","[0.3609461581485643, 0.6390538418514358]","1"
"1","5","20","probe_model_answer_correct","[0.5516400972007816, 0.4483599027992183]","0"
"1","5","21","probe_model_answer_correct","[0.5751051519839671, 0.4248948480160329]","0"
"1","5","22","probe_model_answer_correct","[0.3537211497196427, 0.6462788502803574]","1"
"1","5","23","probe_model_answer_correct","[0.38322723444915324, 0.6167727655508467]","1"
"1","5","24","probe_model_answer_correct","[0.4961063045600455, 0.5038936954399545]","1"
"1","5","25","probe_model_answer_correct","[0.32955906283720593, 0.6704409371627941]","1"
"1","5","26","probe_model_answer_correct","[0.4298937025177197, 0.5701062974822803]","1"
"1","5","27","probe_model_answer_correct","[0.5176064222663713, 0.4823935777336286]","0"
"1","6","0","probe_model_answer_correct","[0.5693168157272118, 0.43068318427278823]","0"
"1","6","1","probe_model_answer_correct","[0.6042482969471782, 0.39575170305282187]","0"
"1","6","2","probe_model_answer_correct","[0.471191900763638, 0.528808099236362]","1"
"1","6","3","probe_model_answer_correct","[0.3870504762650273, 0.6129495237349728]","1"
"1","6","4","probe_model_answer_correct","[0.6062552980525209, 0.3937447019474791]","0"
"1","6","5","probe_model_answer_correct","[0.5318708826691699, 0.4681291173308301]","0"
"1","6","6","probe_model_answer_correct","[0.48158003140271893, 0.5184199685972811]","1"
"1","6","7","probe_model_answer_correct","[0.5737811743915899, 0.4262188256084101]","0"
"1","6","8","probe_model_answer_correct","[0.36343995814347, 0.6365600418565299]","1"
"1","6","9","probe_model_answer_correct","[0.48073803217603256, 0.5192619678239675]","1"
"1","6","10","probe_model_answer_correct","[0.4741549774295653, 0.5258450225704346]","1"
"1","6","11","probe_model_answer_correct","[0.5145348108138824, 0.4854651891861175]","0"
"1","6","12","probe_model_answer_correct","[0.5002634329325604, 0.4997365670674397]","0"
"1","6","13","probe_model_answer_correct","[0.6260348283627996, 0.37396517163720033]","0"
"1","6","14","probe_model_answer_correct","[0.4613184405856572, 0.5386815594143428]","1"
"1","6","15","probe_model_answer_correct","[0.4108140673652598, 0.5891859326347403]","1"
"1","6","16","probe_model_answer_correct","[0.35581158227775106, 0.6441884177222489]","1"
"1","6","17","probe_model_answer_correct","[0.4589302544716302, 0.5410697455283698]","1"
"1","6","18","probe_model_answer_correct","[0.3868050284481634, 0.6131949715518367]","1"
"1","6","19","probe_model_answer_correct","[0.5758339218280301, 0.42416607817197]","0"
"1","6","20","probe_model_answer_correct","[0.6658564792751235, 0.3341435207248766]","0"
"1","6","21","probe_model_answer_correct","[0.2984797237434331, 0.7015202762565669]","1"
"1","6","22","probe_model_answer_correct","[0.5399180725380661, 0.4600819274619339]","0"
"1","6","23","probe_model_answer_correct","[0.48255690799590195, 0.5174430920040982]","1"
"1","6","24","probe_model_answer_correct","[0.4859085155791956, 0.5140914844208043]","1"
"1","6","25","probe_model_answer_correct","[0.30633295662610593, 0.6936670433738938]","1"
"1","6","26","probe_model_answer_correct","[0.3914650261397367, 0.6085349738602632]","1"
"1","6","27","probe_model_answer_correct","[0.5080969613255307, 0.4919030386744694]","0"
"1","7","0","probe_model_answer_correct","[0.4382960522754693, 0.5617039477245307]","1"
"1","7","1","probe_model_answer_correct","[0.4106414680952147, 0.5893585319047855]","1"
"1","7","2","probe_model_answer_correct","[0.5730477798262789, 0.4269522201737211]","0"
"1","7","3","probe_model_answer_correct","[0.4217434715581112, 0.5782565284418888]","1"
"1","7","4","probe_model_answer_correct","[0.4975033007869351, 0.502496699213065]","1"
"1","7","5","probe_model_answer_correct","[0.5648347514681599, 0.4351652485318401]","0"
"1","7","6","probe_model_answer_correct","[0.565099179149217, 0.43490082085078297]","0"
"1","7","7","probe_model_answer_correct","[0.4482061357144242, 0.5517938642855759]","1"
"1","7","8","probe_model_answer_correct","[0.527596804966106, 0.472403195033894]","0"
"1","7","9","probe_model_answer_correct","[0.5255945632530551, 0.47440543674694485]","0"
"1","7","10","probe_model_answer_correct","[0.44571196082315206, 0.554288039176848]","1"
"1","7","11","probe_model_answer_correct","[0.32987460024128695, 0.670125399758713]","1"
"1","7","12","probe_model_answer_correct","[0.37135040788570484, 0.628649592114295]","1"
"1","7","13","probe_model_answer_correct","[0.4310639156321923, 0.5689360843678076]","1"
"1","7","14","probe_model_answer_correct","[0.473731631860774, 0.526268368139226]","1"
"1","7","15","probe_model_answer_correct","[0.4809802808905111, 0.519019719109489]","1"
"1","7","16","probe_model_answer_correct","[0.4663768018845788, 0.5336231981154211]","1"
"1","7","17","probe_model_answer_correct","[0.39565067074636406, 0.6043493292536359]","1"
"1","7","18","probe_model_answer_correct","[0.4353761664048921, 0.5646238335951079]","1"
"1","7","19","probe_model_answer_correct","[0.361744905254151, 0.638255094745849]","1"
"1","7","20","probe_model_answer_correct","[0.5119387954181771, 0.48806120458182295]","0"
"1","7","21","probe_model_answer_correct","[0.5810551917384549, 0.4189448082615452]","0"
"1","7","22","probe_model_answer_correct","[0.5100836018202862, 0.48991639817971383]","0"
"1","7","23","probe_model_answer_correct","[0.496366088984915, 0.503633911015085]","1"
"1","7","24","probe_model_answer_correct","[0.6731223112068082, 0.32687768879319185]","0"
"1","7","25","probe_model_answer_correct","[0.6191675238838298, 0.38083247611617016]","0"
"1","7","26","probe_model_answer_correct","[0.5424788334098242, 0.457521166590176]","0"
"1","7","27","probe_model_answer_correct","[0.4260900079619896, 0.5739099920380104]","1"
"1","8","0","probe_model_answer_correct","[0.5494358398645175, 0.4505641601354824]","0"
"1","8","1","probe_model_answer_correct","[0.5544740440245586, 0.44552595597544137]","0"
"1","8","2","probe_model_answer_correct","[0.6121886948620031, 0.38781130513799694]","0"
"1","8","3","probe_model_answer_correct","[0.4207220543707649, 0.5792779456292352]","1"
"1","8","4","probe_model_answer_correct","[0.5091778817368667, 0.49082211826313316]","0"
"1","8","5","probe_model_answer_correct","[0.4008449426018887, 0.5991550573981114]","1"
"1","8","6","probe_model_answer_correct","[0.6051198766459841, 0.3948801233540158]","0"
"1","8","7","probe_model_answer_correct","[0.5919094244691404, 0.40809057553085964]","0"
"1","8","8","probe_model_answer_correct","[0.5965744610937375, 0.4034255389062625]","0"
"1","8","9","probe_model_answer_correct","[0.5680454325501688, 0.43195456744983124]","0"
"1","8","10","probe_model_answer_correct","[0.5336951299820049, 0.4663048700179952]","0"
"1","8","11","probe_model_answer_correct","[0.5746523442905139, 0.4253476557094861]","0"
"1","8","12","probe_model_answer_correct","[0.5291405319769219, 0.4708594680230782]","0"
"1","8","13","probe_model_answer_correct","[0.5693861505634489, 0.43061384943655107]","0"
"1","8","14","probe_model_answer_correct","[0.59381943473188, 0.40618056526812]","0"
"1","8","15","probe_model_answer_correct","[0.5319332898688182, 0.46806671013118173]","0"
"1","8","16","probe_model_answer_correct","[0.6830990000144701, 0.31690099998552995]","0"
"1","8","17","probe_model_answer_correct","[0.6122374678372019, 0.38776253216279816]","0"
"1","8","18","probe_model_answer_correct","[0.31800522272594495, 0.6819947772740552]","1"
"1","8","19","probe_model_answer_correct","[0.37296936517935353, 0.6270306348206464]","1"
"1","8","20","probe_model_answer_correct","[0.37143769883162675, 0.6285623011683732]","1"
"1","8","21","probe_model_answer_correct","[0.5348469639789416, 0.46515303602105834]","0"
"1","8","22","probe_model_answer_correct","[0.4752298574902733, 0.5247701425097268]","1"
"1","8","23","probe_model_answer_correct","[0.43566333324652523, 0.5643366667534748]","1"
"1","8","24","probe_model_answer_correct","[0.613212211266962, 0.386787788733038]","0"
"1","8","25","probe_model_answer_correct","[0.49423849020912186, 0.5057615097908782]","1"
"1","8","26","probe_model_answer_correct","[0.6168198957098342, 0.38318010429016586]","0"
"1","8","27","probe_model_answer_correct","[0.4490298447512935, 0.5509701552487066]","1"
"1","9","0","probe_model_answer_correct","[0.5986612715660692, 0.40133872843393087]","0"
"1","9","1","probe_model_answer_correct","[0.5415850634945081, 0.45841493650549187]","0"
"1","9","2","probe_model_answer_correct","[0.4386060164839914, 0.5613939835160086]","1"
"1","9","3","probe_model_answer_correct","[0.5242774003716926, 0.4757225996283075]","0"
"1","9","4","probe_model_answer_correct","[0.3937145096811039, 0.6062854903188961]","1"
"1","9","5","probe_model_answer_correct","[0.4681607356817632, 0.5318392643182369]","1"
"1","9","6","probe_model_answer_correct","[0.5136005182013108, 0.48639948179868925]","0"
"1","9","7","probe_model_answer_correct","[0.3819640325403573, 0.6180359674596426]","1"
"1","9","8","probe_model_answer_correct","[0.48178206143590296, 0.5182179385640969]","1"
"1","9","9","probe_model_answer_correct","[0.4429337742915778, 0.5570662257084222]","1"
"1","9","10","probe_model_answer_correct","[0.46127518357116015, 0.5387248164288397]","1"
"1","9","11","probe_model_answer_correct","[0.5944759390873862, 0.40552406091261384]","0"
"1","9","12","probe_model_answer_correct","[0.6576705571266638, 0.34232944287333633]","0"
"1","9","13","probe_model_answer_correct","[0.5370904673908792, 0.4629095326091208]","0"
"1","9","14","probe_model_answer_correct","[0.49418128646715465, 0.5058187135328454]","1"
"1","9","15","probe_model_answer_correct","[0.41113916552552704, 0.5888608344744729]","1"
"1","9","16","probe_model_answer_correct","[0.592400797832386, 0.407599202167614]","0"
"1","9","17","probe_model_answer_correct","[0.4041198877211052, 0.5958801122788948]","1"
"1","9","18","probe_model_answer_correct","[0.49295191104683145, 0.5070480889531684]","1"
"1","9","19","probe_model_answer_correct","[0.5832555258978517, 0.41674447410214827]","0"
"1","9","20","probe_model_answer_correct","[0.6235713092179602, 0.3764286907820397]","0"
"1","9","21","probe_model_answer_correct","[0.4574427855453129, 0.5425572144546871]","1"
"1","9","22","probe_model_answer_correct","[0.6508511119271777, 0.3491488880728224]","0"
"1","9","23","probe_model_answer_correct","[0.5651252834835273, 0.4348747165164728]","0"
"1","9","24","probe_model_answer_correct","[0.492462534572995, 0.507537465427005]","1"
"1","9","25","probe_model_answer_correct","[0.5818173970848227, 0.4181826029151772]","0"
"1","9","26","probe_model_answer_correct","[0.4674690989163776, 0.5325309010836224]","1"
"1","9","27","probe_model_answer_correct","[0.559538707537908, 0.44046129246209204]","0"
"1","10","0","probe_model_answer_correct","[0.45096087624858944, 0.5490391237514106]","1"
"1","10","1","probe_model_answer_correct","[0.41516966546767486, 0.5848303345323252]","1"
"1","10","2","probe_model_answer_correct","[0.4655004485775229, 0.5344995514224773]","1"
"1","10","3","probe_model_answer_correct","[0.42566364149834574, 0.5743363585016542]","1"
"1","10","4","probe_model_answer_correct","[0.46059069122887625, 0.5394093087711238]","1"
"1","10","5","probe_model_answer_correct","[0.47511318140071057, 0.5248868185992895]","1"
"1","10","6","probe_model_answer_correct","[0.3345638172456704, 0.6654361827543296]","1"
"1","10","7","probe_model_answer_correct","[0.4452926296371224, 0.5547073703628776]","1"
"1","10","8","probe_model_answer_correct","[0.5195731325985752, 0.48042686740142476]","0"
"1","10","9","probe_model_answer_correct","[0.4384943063386659, 0.5615056936613342]","1"
"1","10","10","probe_model_answer_correct","[0.525047236327385, 0.474952763672615]","0"
"1","10","11","probe_model_answer_correct","[0.7026316395319993, 0.29736836046800075]","0"
"1","10","12","probe_model_answer_correct","[0.554265674731311, 0.445734325268689]","0"
"1","10","13","probe_model_answer_correct","[0.5092380191820409, 0.49076198081795913]","0"
"1","10","14","probe_model_answer_correct","[0.5200094631816952, 0.4799905368183049]","0"
"1","10","15","probe_model_answer_correct","[0.4339504800385125, 0.5660495199614873]","1"
"1","10","16","probe_model_answer_correct","[0.4204945141174112, 0.5795054858825889]","1"
"1","10","17","probe_model_answer_correct","[0.5514622970111694, 0.4485377029888305]","0"
"1","10","18","probe_model_answer_correct","[0.4606122518109936, 0.5393877481890065]","1"
"1","10","19","probe_model_answer_correct","[0.49416657455503904, 0.5058334254449609]","1"
"1","10","20","probe_model_answer_correct","[0.5730736714636426, 0.42692632853635737]","0"
"1","10","21","probe_model_answer_correct","[0.5506419213425074, 0.44935807865749244]","0"
"1","10","22","probe_model_answer_correct","[0.42880415403507294, 0.571195845964927]","1"
"1","10","23","probe_model_answer_correct","[0.4796144875304548, 0.5203855124695452]","1"
"1","10","24","probe_model_answer_correct","[0.5125422521541388, 0.4874577478458611]","0"
"1","10","25","probe_model_answer_correct","[0.34806220471919086, 0.6519377952808092]","1"
"1","10","26","probe_model_answer_correct","[0.3701414890283213, 0.6298585109716787]","1"
"1","10","27","probe_model_answer_correct","[0.714578093791668, 0.285421906208332]","0"
"1","11","0","probe_model_answer_correct","[0.4150130943873041, 0.5849869056126958]","1"
"1","11","1","probe_model_answer_correct","[0.6009744734349696, 0.39902552656503043]","0"
"1","11","2","probe_model_answer_correct","[0.36016801483833666, 0.6398319851616634]","1"
"1","11","3","probe_model_answer_correct","[0.4652880738847547, 0.5347119261152453]","1"
"1","11","4","probe_model_answer_correct","[0.37405142328982516, 0.6259485767101749]","1"
"1","11","5","probe_model_answer_correct","[0.3589083839844566, 0.6410916160155433]","1"
"1","11","6","probe_model_answer_correct","[0.45063167544305155, 0.5493683245569484]","1"
"1","11","7","probe_model_answer_correct","[0.5966232626089351, 0.40337673739106483]","0"
"1","11","8","probe_model_answer_correct","[0.48945382073522853, 0.5105461792647715]","1"
"1","11","9","probe_model_answer_correct","[0.541633618397359, 0.45836638160264104]","0"
"1","11","10","probe_model_answer_correct","[0.4060516899567004, 0.5939483100432995]","1"
"1","11","11","probe_model_answer_correct","[0.39546697252675833, 0.6045330274732416]","1"
"1","11","12","probe_model_answer_correct","[0.4159746429275672, 0.5840253570724327]","1"
"1","11","13","probe_model_answer_correct","[0.5344173501665933, 0.46558264983340675]","0"
"1","11","14","probe_model_answer_correct","[0.47485618887077113, 0.5251438111292289]","1"
"1","11","15","probe_model_answer_correct","[0.4805982811056568, 0.5194017188943432]","1"
"1","11","16","probe_model_answer_correct","[0.5554910464839419, 0.44450895351605824]","0"
"1","11","17","probe_model_answer_correct","[0.3542155002323642, 0.6457844997676359]","1"
"1","11","18","probe_model_answer_correct","[0.5873500003659055, 0.4126499996340946]","0"
"1","11","19","probe_model_answer_correct","[0.4241594760401766, 0.5758405239598233]","1"
"1","11","20","probe_model_answer_correct","[0.5086405179630459, 0.491359482036954]","0"
"1","11","21","probe_model_answer_correct","[0.3815154179476848, 0.6184845820523152]","1"
"1","11","22","probe_model_answer_correct","[0.6768405196442231, 0.32315948035577696]","0"
"1","11","23","probe_model_answer_correct","[0.6335067067064247, 0.36649329329357533]","0"
"1","11","24","probe_model_answer_correct","[0.5382850480162427, 0.46171495198375734]","0"
